Jurisdiction,Value,Race/ ethnicity,Year,Measure
Caroline,,Hispanic,2018-2020,Drug-Induced Death Rate
Carroll,,Hispanic,2018-2020,Drug-Induced Death Rate
Cecil,,Hispanic,2018-2020,Drug-Induced Death Rate
Charles,,Hispanic,2018-2020,Drug-Induced Death Rate
Dorchester,,Hispanic,2018-2020,Drug-Induced Death Rate
Frederick,,Hispanic,2018-2020,Drug-Induced Death Rate
Garrett,,Hispanic,2018-2020,Drug-Induced Death Rate
Harford,,Hispanic,2018-2020,Drug-Induced Death Rate
Howard,,Hispanic,2018-2020,Drug-Induced Death Rate
Kent,,Hispanic,2018-2020,Drug-Induced Death Rate
Montgomery,,Hispanic,2018-2020,Drug-Induced Death Rate
Prince George's,,Hispanic,2018-2020,Drug-Induced Death Rate
Queen Anne's,,Hispanic,2018-2020,Drug-Induced Death Rate
Saint Mary's,,Hispanic,2018-2020,Drug-Induced Death Rate
Somerset,,Hispanic,2018-2020,Drug-Induced Death Rate
Talbot,,Hispanic,2018-2020,Drug-Induced Death Rate
Washington,,Hispanic,2018-2020,Drug-Induced Death Rate
Wicomico,,Hispanic,2018-2020,Drug-Induced Death Rate
Worcester,,Hispanic,2018-2020,Drug-Induced Death Rate
State,50.1,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Allegany,59.0,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Anne Arundel,54.3,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore City,113.7,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore County,68.8,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Calvert,44.5,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Caroline,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Carroll,48.2,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Cecil,87.4,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Charles,53.6,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Dorchester,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Frederick,36.4,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Garrett,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Harford,48.1,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Howard,18.9,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Kent,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Montgomery,20.1,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Prince George's,35.9,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Queen Anne's,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Saint Mary's,33.4,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Somerset,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Talbot,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Washington,75.0,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Wicomico,53.5,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Worcester,,White Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
State,46.7,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Allegany,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Anne Arundel,41.6,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore City,129.9,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Baltimore County,40.3,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Calvert,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Caroline,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Carroll,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Cecil,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Charles,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Dorchester,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Frederick,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Garrett,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Harford,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Howard,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Kent,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Montgomery,13.0,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Prince George's,20.0,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Queen Anne's,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Saint Mary's,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Somerset,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Talbot,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Washington,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Wicomico,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
Worcester,,Black or African American Non-Hispanic/Latino,2018-2020,Drug-Induced Death Rate
State,40.9,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Allegany,55.8,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Anne Arundel,45.7,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Baltimore City,120.2,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Baltimore County,51.4,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Calvert,42.7,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Caroline,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Carroll,45.2,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Cecil,81.3,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Charles,29.5,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Dorchester,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Frederick,31.3,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Garrett,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Harford,43.5,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Howard,15.7,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Kent,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Montgomery,12.8,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Prince George's,18.9,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Queen Anne's,47.4,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Saint Mary's,30.3,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Somerset,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Talbot,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Washington,66.3,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Wicomico,42.6,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
Worcester,,All races/ ethnicities (aggregated),2018-2020,Drug-Induced Death Rate
State,42.2,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Allegany,50.3,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Anne Arundel,45.1,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Baltimore City,129.2,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Baltimore County,50.4,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Calvert,28.1,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Caroline,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Carroll,37.9,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Cecil,81.2,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Charles,26.8,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Dorchester,44.5,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Frederick,25.4,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Garrett,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Harford,40.4,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Howard,11.1,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Kent,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Montgomery,14.2,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Prince George's,20.3,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Queen Anne's,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Saint Mary's,29.1,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Somerset,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Talbot,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Washington,65.5,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Wicomico,42.3,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
Worcester,,All races/ ethnicities (aggregated),2019-2021,Drug-Induced Death Rate
State,13.6,Hispanic,2019-2021,Drug-Induced Death Rate
Allegany,,Hispanic,2019-2021,Drug-Induced Death Rate
Anne Arundel,,Hispanic,2019-2021,Drug-Induced Death Rate
Baltimore City,41.2,Hispanic,2019-2021,Drug-Induced Death Rate
Baltimore County,,Hispanic,2019-2021,Drug-Induced Death Rate
Calvert,,Hispanic,2019-2021,Drug-Induced Death Rate
Caroline,,Hispanic,2019-2021,Drug-Induced Death Rate
Carroll,,Hispanic,2019-2021,Drug-Induced Death Rate
Cecil,,Hispanic,2019-2021,Drug-Induced Death Rate
Charles,,Hispanic,2019-2021,Drug-Induced Death Rate
Dorchester,,Hispanic,2019-2021,Drug-Induced Death Rate
Frederick,,Hispanic,2019-2021,Drug-Induced Death Rate
Garrett,,Hispanic,2019-2021,Drug-Induced Death Rate
Harford,,Hispanic,2019-2021,Drug-Induced Death Rate
Howard,,Hispanic,2019-2021,Drug-Induced Death Rate
Kent,,Hispanic,2019-2021,Drug-Induced Death Rate
Montgomery,3.7,Hispanic,2019-2021,Drug-Induced Death Rate
Prince George's,3.6,Hispanic,2019-2021,Drug-Induced Death Rate
Queen Anne's,,Hispanic,2019-2021,Drug-Induced Death Rate
Saint Mary's,,Hispanic,2019-2021,Drug-Induced Death Rate
Somerset,,Hispanic,2019-2021,Drug-Induced Death Rate
Talbot,,Hispanic,2019-2021,Drug-Induced Death Rate
Washington,,Hispanic,2019-2021,Drug-Induced Death Rate
Wicomico,,Hispanic,2019-2021,Drug-Induced Death Rate
Worcester,,Hispanic,2019-2021,Drug-Induced Death Rate
State,52.3,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Allegany,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Anne Arundel,41.0,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore City,143.5,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore County,40.0,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Calvert,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Caroline,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Carroll,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Cecil,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Charles,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Dorchester,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Frederick,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Garrett,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Harford,17.9,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Howard,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Kent,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Montgomery,10.9,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Prince George's,22.5,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Queen Anne's,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Saint Mary's,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Somerset,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Talbot,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Washington,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Wicomico,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Worcester,,Black or African American Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
State,49.5,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Allegany,51.6,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Anne Arundel,52.6,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore City,110.6,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore County,65.7,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Calvert,21.5,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Caroline,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Carroll,40.5,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Cecil,88.5,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Charles,47.8,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Dorchester,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Frederick,26.8,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Garrett,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Harford,42.5,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Howard,6.5,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Kent,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Montgomery,20.7,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Prince George's,32.3,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Queen Anne's,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Saint Mary's,24.2,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Somerset,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Talbot,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Washington,65.6,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Wicomico,34.6,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Worcester,,White Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
State,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Allegany,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Anne Arundel,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore City,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore County,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Calvert,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Caroline,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Carroll,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Cecil,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Charles,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Dorchester,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Frederick,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Garrett,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Harford,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Howard,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Kent,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Montgomery,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Prince George's,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Queen Anne's,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Saint Mary's,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Somerset,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Talbot,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Washington,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Wicomico,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Worcester,,Asian/Pacific Islander Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
State,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Allegany,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Anne Arundel,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore City,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Baltimore County,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Calvert,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Caroline,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Carroll,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Cecil,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Charles,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Dorchester,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Frederick,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Garrett,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Harford,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Howard,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Kent,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Montgomery,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Prince George's,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Queen Anne's,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Saint Mary's,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Somerset,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Talbot,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Washington,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Wicomico,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
Worcester,,American Indian/Alaska Native Non-Hispanic/Latino,2019-2021,Drug-Induced Death Rate
